iter	Logloss
206	0.1287490933
207	0.128635275
208	0.1281856763
209	0.1279460423
210	0.1277774839
211	0.1274891913
212	0.1272869972
213	0.1270837419
214	0.126851002
215	0.1266684007
216	0.1264578595
217	0.1261484528
218	0.1258849077
219	0.1257026409
220	0.1254694553
221	0.1252539287
222	0.1250048806
223	0.12474228
224	0.1244792056
225	0.1242933365
226	0.1241967958
227	0.1239468881
228	0.1237815606
229	0.1235354017
230	0.123359767
231	0.1232615074
232	0.1230798964
233	0.1228775652
234	0.1227921217
235	0.1225864636
236	0.1224300113
237	0.1223114677
238	0.1220868399
239	0.1219372885
240	0.121717194
241	0.1216437722
242	0.1214963694
243	0.1212581538
244	0.1211134874
245	0.1208643316
246	0.120688874
247	0.1204267968
248	0.1202676759
249	0.1200749653
250	0.1199316729
251	0.1196997282
252	0.1195023871
253	0.1193247815
254	0.1191878482
255	0.1189719807
256	0.1187877853
257	0.1186927344
258	0.1184649434
259	0.1183390212
260	0.118211929
261	0.1180757514
262	0.1178174529
263	0.1175816255
264	0.117320255
265	0.1171591035
266	0.1170421864
267	0.1168690775
268	0.116647664
269	0.1164529315
270	0.1162194572
271	0.1159582287
272	0.1157841412
273	0.1156515839
274	0.1155307562
275	0.1154189724
276	0.1153052272
277	0.1151372878
278	0.1149822043
279	0.1148450635
280	0.1147499752
281	0.1146277131
282	0.1144337799
283	0.1143591388
284	0.1142192857
285	0.1140631035
286	0.1139068961
287	0.1137535001
288	0.1135652958
289	0.1134420223
290	0.1133065847
291	0.1132066338
292	0.113134171
293	0.1130250201
294	0.112900894
295	0.1126990738
296	0.1125211885
297	0.1123092873
298	0.1122394262
299	0.1120260098
300	0.1118469858
301	0.111738169
302	0.1116388189
303	0.1115152073
304	0.1114174749
305	0.1111948771
306	0.1110375504
307	0.1109318705
308	0.1107736643
309	0.1106501469
310	0.1105552311
311	0.1103612383
312	0.110197474
313	0.1101435259
314	0.1099525006
315	0.1098639096
316	0.1097100995
317	0.10964276
318	0.109544128
319	0.1093653792
320	0.1092024009
321	0.1090261562
322	0.108819241
323	0.1086886908
324	0.1085357891
325	0.1083867201
326	0.1081700877
327	0.1080269462
328	0.1079185124
329	0.1078113511
330	0.1076680225
331	0.1075708924
332	0.1073997263
333	0.1072848765
334	0.1072222815
335	0.107147244
336	0.1070130293
337	0.106953027
338	0.1067614232
339	0.1066134825
340	0.1065135755
341	0.1063550981
342	0.1062078372
343	0.1061251408
344	0.1059184111
345	0.1057059332
346	0.1055861264
347	0.1054123394
348	0.105257878
349	0.105096658
350	0.1049416827
351	0.1047804677
352	0.1046449329
353	0.1044707748
354	0.1042939454
355	0.1041393343
356	0.1039606094
357	0.1038064695
358	0.1037209513
359	0.1035582411
360	0.1034935628
361	0.1033550277
362	0.1032246409
363	0.103056491
364	0.1029149294
365	0.1027421627
366	0.102621017
367	0.1024746278
368	0.1023375495
369	0.1022192453
370	0.1020030537
371	0.1018964406
372	0.1018261088
373	0.101713896
374	0.1016186058
375	0.1014473313
376	0.1013646578
377	0.101254293
378	0.1011729306
379	0.1010887377
380	0.1010314137
381	0.100921585
382	0.1008098729
383	0.1006945454
384	0.100606239
385	0.1004412789
386	0.1003656727
387	0.1002096937
388	0.1000946785
389	0.09996449966
390	0.0999115981
391	0.09987333601
392	0.0997795741
393	0.09961246095
394	0.09950943426
395	0.09935853121
396	0.09932080451
397	0.09924094909
398	0.09917575091
399	0.09901454579
400	0.09886901146
401	0.09881601219
402	0.09872349035
403	0.09869169004
404	0.09858967237
405	0.0985296054
406	0.0984366304
407	0.09834051663
408	0.09818218895
409	0.09802328249
410	0.09798461971
411	0.09790234561
412	0.09778222856
413	0.09766138686
414	0.09761116675
415	0.0975784302
416	0.09747233309
417	0.09735296938
418	0.09721330779
419	0.09717269743
420	0.09702973773
421	0.09693425661
422	0.09683667877
423	0.09670639311
424	0.09653001849
425	0.09648841764
426	0.0963801684
427	0.09618823848
428	0.096063728
429	0.09594994815
430	0.09590410273
431	0.09584410887
432	0.09575501285
433	0.09559460852
434	0.09547028323
435	0.09535335556
436	0.09523738923
437	0.09520199188
438	0.09513646537
439	0.09502580835
440	0.09494658685
441	0.09484367231
442	0.09469138756
443	0.09459781365
444	0.09450471343
445	0.09442383173
446	0.0943593996
447	0.09423475177
448	0.09413625608
449	0.09403574918
450	0.09388090051
451	0.09375413969
452	0.09366443972
453	0.093640949
454	0.09360519939
455	0.09357236992
456	0.0934861674
457	0.09338687344
458	0.09331441045
459	0.09321987103
460	0.09305759792
461	0.09290417141
462	0.09285456578
463	0.09273993403
464	0.09265986941
465	0.09256106163
466	0.09247862405
467	0.09237413928
468	0.09234400762
469	0.09229851782
470	0.09218085043
471	0.09202103995
472	0.09189901689
473	0.09177868076
474	0.09168020453
475	0.09165950072
476	0.0915301244
477	0.09146979213
478	0.09138940155
479	0.09137448839
480	0.0912941458
481	0.09119814203
482	0.09113160868
483	0.09110716376
484	0.09102964386
485	0.09098108278
486	0.09090682178
487	0.0908394166
488	0.09071899101
489	0.09063788604
490	0.09053042818
491	0.09045057296
492	0.09038667842
493	0.09033604953
494	0.09027446968
495	0.09019669734
496	0.09004596003
497	0.08998131226
498	0.08989676789
499	0.08981159032
500	0.08972979951
501	0.08964741817
502	0.08952660629
503	0.08946398326
504	0.0893681985
505	0.08930851234
506	0.08922136205
507	0.08915820701
508	0.0890521668
509	0.08895620252
510	0.08884833973
511	0.08875370129
512	0.08871916062
513	0.08863092456
514	0.08849477324
515	0.0884043108
516	0.08830849871
517	0.08823126259
518	0.08814584827
519	0.08800860086
520	0.08791495924
521	0.08780642216
522	0.08772295465
523	0.08758683528
524	0.08750596061
525	0.08747724308
526	0.0873831502
527	0.08731106005
528	0.0871656784
529	0.08709982529
530	0.08696656507
531	0.08684722353
532	0.08677148232
533	0.08666674553
534	0.08656940182
535	0.08655433492
536	0.08645853329
537	0.08634633687
538	0.08628648767
539	0.086204183
540	0.0861280528
541	0.08606412858
542	0.0860019922
543	0.08591303852
544	0.08586102732
545	0.08578187806
546	0.08572136629
547	0.08561902624
548	0.0855730373
549	0.08547598843
550	0.08543890565
551	0.08536281583
552	0.08529024803
553	0.08518397653
554	0.08513246771
555	0.08508484127
556	0.0850150433
557	0.08495249238
558	0.08487435745
559	0.08476007555
560	0.08464154124
561	0.08453977269
562	0.08447708409
563	0.08443901981
564	0.08434857746
565	0.08425345346
566	0.08414167645
567	0.08406802714
568	0.08395521861
569	0.08389761517
570	0.08383230766
571	0.08378647081
572	0.08371091043
573	0.08359874839
574	0.08350645878
575	0.08347808768
576	0.08338084328
577	0.08331409976
578	0.08325555978
579	0.08314688623
580	0.08307989394
581	0.08304016546
582	0.08297844963
583	0.08286054122
584	0.08274498755
585	0.08264805596
586	0.08257239879
587	0.08245494471
588	0.08238076772
589	0.08230534093
590	0.08224606317
591	0.08217964788
592	0.08207702075
593	0.08197890381
594	0.08186254357
595	0.08179211611
596	0.08174014079
597	0.08172383918
598	0.08165536847
599	0.08155447801
600	0.0815107701
601	0.08140182509
602	0.08130378049
603	0.08127903845
604	0.08124918638
605	0.08120159022
606	0.0811361576
607	0.08106235137
608	0.08096599099
609	0.08088534575
610	0.08081041414
611	0.0807603337
612	0.080727541
613	0.08068328765
614	0.08063504661
615	0.08053841457
616	0.08044771267
617	0.08040556176
618	0.08031058318
619	0.08029289358
620	0.08025844933
621	0.08018148311
622	0.08011908083
623	0.08003656287
624	0.07996834172
625	0.07993523854
626	0.07985424917
627	0.07977410806
628	0.07970075439
629	0.07967560612
630	0.07959229534
631	0.07952563968
632	0.07947207912
633	0.07943350138
634	0.0793471767
635	0.07929732635
636	0.07925344502
637	0.07920066051
638	0.07915815641
639	0.07902140916
640	0.07895714871
641	0.07887647062
642	0.07878321336
643	0.07877096495
644	0.07871814514
645	0.07862695216
646	0.07857994436
647	0.0784961575
648	0.07844249172
649	0.07836502906
650	0.07825829587
651	0.07818090543
652	0.0781085466
653	0.07806068748
654	0.07798117202
655	0.07792116299
656	0.0778344634
657	0.07778877514
658	0.07770869537
659	0.07762605544
660	0.07758481225
661	0.07749540613
662	0.07742854472
663	0.07735637762
664	0.07730749767
665	0.07726539188
666	0.07718835447
667	0.07713518012
668	0.07705141743
669	0.076977998
670	0.07692051134
671	0.07686612263
672	0.07684115544
673	0.07680073487
674	0.07676097553
675	0.07668820274
676	0.07662425864
677	0.07651961201
678	0.07644141588
679	0.07635050298
680	0.07627468641
681	0.07620767932
682	0.07616386518
683	0.07613764718
684	0.07609966196
685	0.07599927402
686	0.07595256446
687	0.07591083568
688	0.07586163134
689	0.07579804206
690	0.07575759859
691	0.07569918211
692	0.0756842377
693	0.07561791645
694	0.07551890722
695	0.07546878154
696	0.07540187035
697	0.07534701408
698	0.07531649616
699	0.07525413317
700	0.07518950509
701	0.07514840832
702	0.0751348718
703	0.07505538291
704	0.07500876356
705	0.07494981475
706	0.07490315926
707	0.07485154482
708	0.07478761732
709	0.0747412451
710	0.0746322056
711	0.07456937933
712	0.07452328771
713	0.07445969701
714	0.074396528
715	0.07435700832
716	0.07430957585
717	0.07425387911
718	0.07420883637
719	0.07413303917
720	0.07411619085
721	0.07406057605
722	0.07401405055
723	0.07393190453
724	0.07387631588
725	0.07381340675
726	0.0737320476
727	0.07372410543
728	0.07368482641
729	0.0736548622
730	0.07361116746
731	0.07353347187
732	0.07346283732
733	0.0734316866
734	0.07336352389
735	0.07332615157
736	0.07325072305
737	0.07318790956
738	0.07312815741
739	0.0730266503
740	0.07295158875
741	0.07286494813
742	0.0728305116
743	0.07277690744
744	0.07275284486
745	0.07271540083
746	0.07268684351
747	0.07264845249
748	0.07259783606
749	0.07254194747
750	0.07247806669
751	0.07240944829
752	0.07232436627
753	0.07227279132
754	0.07221813101
755	0.07215966497
756	0.07212296051
757	0.07208899678
758	0.07202449501
759	0.07199588167
760	0.07197508576
761	0.07193178021
762	0.07183371452
763	0.07180298091
764	0.07172210468
765	0.07167432886
766	0.07159449556
767	0.07153133065
768	0.07143062965
769	0.07135156632
770	0.07132682094
771	0.07129016153
772	0.07122070599
773	0.07121096372
774	0.07115137026
775	0.0710810278
776	0.07101711854
777	0.07097145165
778	0.07091188931
779	0.07082738806
780	0.07075860188
781	0.07071922504
782	0.07066278656
783	0.07059798417
784	0.07057180318
785	0.07053574857
786	0.07048806218
787	0.07043067026
788	0.07037161025
789	0.07034362309
790	0.07028204509
791	0.07025322798
792	0.07019780311
793	0.0701408013
794	0.07009887333
795	0.07007164062
796	0.07003123616
797	0.0699262484
798	0.06991518247
799	0.06982261862
800	0.06978566405
801	0.06972870546
802	0.06966796026
803	0.06962885515
804	0.06959519523
805	0.06958198662
806	0.06954505241
807	0.06939843161
808	0.06932187958
809	0.06928761939
810	0.0692236397
811	0.06917631216
812	0.06912892722
813	0.06907089625
814	0.06897538165
815	0.06895863644
816	0.06890880109
817	0.06887184816
818	0.06880591036
819	0.06876031151
820	0.06871327161
821	0.06865814645
822	0.06859158141
823	0.06856112298
824	0.06852394731
825	0.06848820934
826	0.06847331576
827	0.06843054769
828	0.06837159679
829	0.06834916287
830	0.06827101541
831	0.0682156992
832	0.06816658976
833	0.06812025166
834	0.0680341394
835	0.06797774453
836	0.06792573297
837	0.06784957289
838	0.06777556034
839	0.06775404877
840	0.06770887751
841	0.06768735838
842	0.06763765405
843	0.06759849667
844	0.06754684352
845	0.06750284221
846	0.06749244219
847	0.06743169411
848	0.06739982252
849	0.06737027605
850	0.06733315126
851	0.0672621663
852	0.06718530887
853	0.06716903794
854	0.06711357954
855	0.06706357895
856	0.06701782516
857	0.06693540272
858	0.06689578752
859	0.06688036813
860	0.06683961013
861	0.0668179789
862	0.06676127011
863	0.06674648677
864	0.06671507635
865	0.06664653071
866	0.06659854753
867	0.06656603099
868	0.0665174215
869	0.06649076196
870	0.06645953282
871	0.06638635832
872	0.06635266774
873	0.06629406094
874	0.06627126188
875	0.06619617332
876	0.06613004582
877	0.06610073857
878	0.06604273178
879	0.06601008099
880	0.06594986489
881	0.06590608711
882	0.0658806972
883	0.06582188033
884	0.06574495693
885	0.06565186523
886	0.06560586465
887	0.06559960147
888	0.06554446032
889	0.06546518635
890	0.06543490144
891	0.06537914971
892	0.06535456566
893	0.06532519387
894	0.06530200764
895	0.06523719399
896	0.06520917266
897	0.06520356094
898	0.06516805459
899	0.06513528511
900	0.06508256639
901	0.065031276
902	0.06502254786
903	0.06494616568
904	0.06490379125
905	0.06485474069
906	0.06484306897
907	0.06475974966
908	0.06469457325
909	0.06461095317
910	0.06460459936
911	0.06455014389
912	0.06447959073
913	0.06440892596
914	0.06440352027
915	0.06434648082
916	0.0643046883
917	0.06429729014
918	0.0642641775
919	0.06423281727
920	0.06417556007
921	0.06415799967
922	0.06406492365
923	0.06403719457
924	0.06398443352
925	0.06392153547
926	0.0638540432
927	0.06382554243
928	0.06382077479
929	0.06376694374
930	0.06372284396
931	0.06368088932
932	0.06362675308
933	0.06359392635
934	0.06349148268
935	0.06338118547
936	0.06336991437
937	0.06334461201
938	0.06328411444
939	0.06324317006
940	0.06319970251
941	0.06313045753
942	0.06312003901
943	0.06309420671
944	0.06306534578
945	0.06302507414
946	0.06301566482
947	0.06298768452
948	0.06295120385
949	0.06290615764
950	0.06285450903
951	0.06280231435
952	0.06277786753
953	0.06273533498
954	0.0626993236
955	0.06264140274
956	0.06258173149
957	0.06252122002
958	0.06247275483
959	0.06244835591
960	0.06239502022
961	0.06235656202
962	0.06233078187
963	0.06230624558
964	0.06226767031
965	0.06221916285
966	0.06218505349
967	0.06215399764
968	0.06211416122
969	0.06208440706
970	0.06206088076
971	0.06202926088
972	0.06196307254
973	0.06192169654
974	0.06186656833
975	0.06183172247
976	0.06178086321
977	0.06176313588
978	0.06171551121
979	0.06168074779
980	0.0616450391
981	0.06160148942
982	0.06156444388
983	0.06149459212
984	0.06146477356
985	0.06141122197
986	0.06135306867
987	0.06134259416
988	0.06127816101
989	0.06120380117
990	0.06115876608
991	0.0611151631
992	0.06105322834
993	0.06103207741
994	0.06097976986
995	0.06092616046
996	0.06088606856
997	0.06086785427
998	0.06082628855
999	0.06078294821
